birth,car,city,class,class_10_after,class_10_before,class_14,county,daughter,depression,edu,edu_other,edu_status,edu_yr,equity,f_birth,f_edu,f_political,f_work_14,family_income,family_m,family_status,floor_area,gender,happiness,health,health_problem,height_cm,house,hukou,hukou_loc,id,inc_ability,inc_exp,income,invest_other,join_party,learn,m_birth,m_edu,m_political,m_work_14,marital,marital_1st,marital_now,minor_child,nationality,neighbor_familiarity,political,property_other,province,relax,religion,religion_freq,s_birth,s_edu,s_hukou,s_income,s_political,s_work_exper,s_work_status,s_work_type,socia_outing,social_friend,social_neighbor,socialize,son,status_3_before,status_peer,survey_time,survey_type,view,weight_jin,work_exper,work_manage,work_status,work_type,work_yr,public_service,trust,invest,insur,leisure,media,property
1951,2,36,5,5,5,3,67,1,4,3,,4.0,1968.0,4,1911,1,1,1,-2.0,1,3,200.0,1,4.0,3,4,164,1,1,1.0,1180,2,35000.0,20000,,,1,1919,1,1,2,7,1981.0,,0.0,1,5,1,,13,3,1,1,,,,,,,,,1,3.0,4.0,2,2,2,2,2015/9/19 14:50,2,5,108,4,,,,,596.0,37,1,6,50,14,1
1994,1,41,5,6,4,4,72,0,5,6,,4.0,2012.0,3,1968,4,1,2,130000.0,3,3,120.0,1,5.0,4,5,168,2,1,2.0,1181,2,50000.0,30000,,,2,1970,3,1,2,1,,,,1,5,1,,15,3,1,1,,,,,,,,,1,2.0,2.0,4,0,2,2,2015/7/15 10:39,2,2,104,1,2.0,3.0,1.0,5.0,400.0,47,1,7,36,10,1
1977,2,89,6,8,6,4,134,0,5,4,,4.0,1993.0,4,1951,4,1,1,60000.0,3,3,46.0,1,5.0,5,5,170,1,2,1.0,1182,2,40000.0,40000,,,3,1952,5,4,1,3,2003.0,2003.0,1.0,1,4,1,,31,4,1,1,1979.0,7.0,2.0,20000.0,4.0,1.0,3.0,1.0,2,3.0,1.0,3,1,1,2,2015/8/18 11:39,1,2,150,5,,,,,826.0,45,1,8,37,19,1
1968,1,41,5,6,5,5,72,0,4,4,,4.0,1984.0,4,1938,3,1,2,80000.0,2,4,200.0,1,4.0,4,4,170,2,1,1.0,1183,2,100000.0,60000,,,1,1943,1,4,2,3,1988.0,1988.0,0.0,1,4,2,,15,2,1,1,1968.0,4.0,1.0,20000.0,1.0,3.0,,,1,6.0,3.0,2,2,1,1,2015/7/15 16:12,2,3,130,3,,,,,640.0,36,1,5,51,13,1
1988,1,32,5,6,2,2,55,0,4,4,,4.0,2004.0,4,1954,4,1,3,90000.0,1,4,68.0,2,4.0,4,5,165,1,1,3.0,1184,2,200000.0,90000,,,4,1954,4,1,3,1,,,,8,1,2,,12,4,1,1,,,,,,,,,2,3.0,7.0,3,0,2,2,2015/9/2 14:49,1,3,112,1,1.0,2.0,1.0,11.0,285.0,27,1,6,33,15,1
1965,2,56,3,4,2,1,90,2,4,4,,4.0,1980.0,4,1939,1,1,2,80000.0,3,3,120.0,2,4.0,4,-8,163,2,1,2.0,1185,-8,-2.0,30000,,,2,1946,4,1,2,3,1988.0,1988.0,1.0,1,3,1,,19,5,0,1,1964.0,4.0,1.0,50000.0,1.0,5.0,,,6,7.0,2.0,2,0,1,2,2015/7/15 11:14,1,3,110,5,,,,,540.0,39,1,6,35,22,1
1953,2,85,5,4,1,1,128,0,2,1,,,,3,-2,3,4,2,20000.0,2,2,700.0,2,5.0,1,2,150,1,1,1.0,1186,2,3000.0,2570,,,1,-2,1,1,2,3,1973.0,1973.0,0.0,1,5,1,,30,4,0,1,1953.0,4.0,2.0,17000.0,1.0,3.0,,,1,-8.0,1.0,5,2,2,2,2015/10/18 18:40,2,5,130,3,,,,,630.0,-9,1,6,34,10,1
1971,2,80,4,8,4,1,120,1,3,4,,4.0,1998.0,1,1925,1,1,2,10000.0,3,3,88.0,2,5.0,5,5,170,1,2,1.0,1187,3,30000.0,10000,,,1,1934,1,1,2,3,1989.0,1989.0,0.0,1,2,1,,27,4,0,1,1968.0,4.0,2.0,0.0,1.0,2.0,,,3,,,1,0,2,3,2015/7/28 17:08,1,3,134,1,3.0,3.0,1.0,3.0,560.0,2,1,6,45,9,2
1949,2,7,2,2,4,6,15,0,4,6,,4.0,1968.0,2,1907,3,1,1,80000.0,2,3,44.0,2,4.0,4,5,160,1,5,1.0,1188,3,60000.0,30000,,,3,1914,2,1,3,3,1974.0,1974.0,0.0,1,4,1,,4,4,1,1,1948.0,10.0,5.0,65000.0,3.0,5.0,,,4,6.0,2.0,4,1,3,3,2015/10/3 11:25,1,4,120,5,,,,,420.0,47,1,6,34,16,1
1955,2,69,3,3,3,2,109,1,4,1,,,,4,1914,1,1,2,46000.0,2,2,120.0,1,3.0,2,3,169,1,1,1.0,1189,2,12000.0,10000,,,1,1914,1,1,2,3,1964.0,1964.0,0.0,1,4,1,,23,1,1,3,1957.0,3.0,1.0,0.0,1.0,3.0,,,1,7.0,7.0,3,1,2,2,2015/9/25 15:56,2,4,98,3,,,,,670.0,46,1,6,56,13,1
1974,2,65,5,6,4,4,104,1,3,4,,3.0,1989.0,3,1943,3,1,2,10000.0,3,3,40.0,2,4.0,5,5,167,1,1,1.0,1190,2,30000.0,10000,,,3,1945,3,1,2,6,1997.0,,2.0,1,4,1,,22,3,1,1,,,,,,,,,3,3.0,3.0,3,1,2,2,2015/7/9 18:38,1,3,140,1,4.0,2.0,1.0,1.0,700.0,11,1,8,38,20,2
1945,2,37,5,5,5,3,68,1,4,4,,2.0,-2.0,4,-2,3,4,10,48000.0,2,3,81.0,2,4.0,1,5,152,0,2,1.0,1191,3,30000.0,24000,,,5,-2,3,1,1,3,1969.0,1969.0,0.0,1,4,1,,13,5,0,4,1942.0,7.0,2.0,24000.0,1.0,5.0,,,1,1.0,1.0,5,2,2,2,2015/9/6 13:33,1,4,120,5,,,,,74.0,50,1,6,35,14,1
1949,1,7,3,2,2,2,21,0,5,4,,4.0,1966.0,2,1920,3,1,2,30000.0,2,2,75.0,2,4.0,2,2,159,1,2,3.0,1192,3,100000.0,30000,,,2,1923,2,1,1,7,1976.0,,0.0,1,1,1,,4,1,1,3,,,,,,,,,5,6.0,6.0,2,2,2,3,2015/9/28 14:52,1,3,106,5,,,,,715.0,25,1,6,38,14,1
1957,2,15,4,4,3,3,31,1,3,4,,2.0,-2.0,4,-2,1,1,2,50000.0,2,3,120.0,1,4.0,3,3,166,1,1,1.0,1193,2,100000.0,10000,,,2,-2,1,1,2,3,1981.0,1981.0,0.0,1,4,1,,6,2,1,1,1958.0,3.0,1.0,10000.0,1.0,3.0,,,2,3.0,3.0,2,0,1,2,2015/8/10 10:11,2,3,136,3,,,,,546.0,29,1,7,52,9,1
1980,2,51,5,5,3,1,84,0,3,3,,4.0,1996.0,2,1955,1,1,2,90000.0,2,3,100.0,2,4.0,4,4,158,1,1,1.0,1194,2,90000.0,50000,,,1,1960,1,1,2,3,2002.0,2002.0,1.0,1,5,1,,18,3,1,1,1975.0,4.0,1.0,40000.0,1.0,1.0,4.0,1.0,1,3.0,1.0,3,1,2,2,2015/7/27 10:57,1,4,116,2,,,,,650.0,53,1,6,47,10,1
1957,2,32,3,2,4,1,55,0,5,6,,4.0,1974.0,1,1930,1,1,1,80000.0,2,3,75.0,1,4.0,3,5,170,1,5,1.0,1195,2,120000.0,70000,,,3,1937,1,1,1,3,1983.0,1983.0,0.0,1,3,1,,12,4,1,1,1957.0,6.0,5.0,36000.0,1.0,1.0,3.0,1.0,1,2.0,6.0,2,1,2,3,2015/9/7 19:42,1,4,120,5,,,,,469.0,12,1,6,35,16,2
1978,2,85,3,3,3,4,128,0,5,4,,4.0,1995.0,3,1936,14,-8,4,30000.0,2,2,56.4,1,3.0,3,5,160,1,2,1.0,1196,3,40000.0,12000,,,1,-2,-8,-8,16,1,,,,1,4,1,,30,2,1,1,,,,,,,,,1,3.0,5.0,3,0,2,3,2015/10/2 11:50,1,4,108,1,3.0,3.0,1.0,14.0,440.0,-8,1,5,45,16,1
1941,2,74,3,4,2,1,114,0,3,4,,2.0,-2.0,1,-2,1,1,2,-2.0,1,3,55.0,1,2.0,2,2,166,1,5,1.0,1197,2,-2.0,27000,,,5,-2,1,1,2,3,1973.0,1973.0,0.0,1,4,1,,26,3,1,1,1951.0,3.0,5.0,-1.0,1.0,5.0,,,1,6.0,5.0,2,2,2,2,2015/8/11 10:40,1,3,122,5,,,,,570.0,31,1,4,53,10,1
1942,2,72,3,3,2,1,112,3,4,3,,4.0,-2.0,2,-2,1,1,2,-2.0,2,2,80.0,1,2.0,2,2,168,1,1,1.0,1198,3,30000.0,0,,,1,-2,1,1,2,3,1970.0,1970.0,0.0,1,4,1,,24,4,1,1,1944.0,3.0,1.0,0.0,1.0,4.0,,,1,6.0,3.0,3,3,2,3,2015/8/2 9:07,2,3,110,4,,,,,650.0,16,1,7,52,7,1
1994,1,28,5,8,3,3,51,0,4,11,,1.0,-1.0,4,1970,6,1,2,8000.0,2,2,90.0,2,4.0,5,5,163,1,1,2.0,1199,-8,300000.0,0,,,4,1968,4,1,1,1,,,,1,3,2,,10,2,1,1,,,,,,,,,1,1.0,1.0,2,0,2,3,2015/7/26 9:27,2,5,135,6,,,,,469.0,36,1,8,32,21,1
1955,2,8,6,6,7,7,24,0,4,6,,4.0,1972.0,4,1928,4,4,1,50000.0,5,4,64.0,1,4.0,5,4,181,1,2,1.0,1200,2,30000.0,26000,,1987.0,3,1933,4,1,15,3,1978.0,1978.0,0.0,1,4,4,,5,4,1,1,1955.0,6.0,2.0,24000.0,1.0,5.0,,,3,2.0,3.0,3,1,3,1,2015/8/4 14:22,1,4,198,5,,,,,840.0,45,1,6,45,17,1
1971,2,45,5,-8,5,7,76,0,4,3,,4.0,1982.0,4,1939,3,4,1,210000.0,2,4,100.0,1,4.0,4,3,175,2,1,1.0,1201,2,-2.0,120000,,,2,1949,3,1,2,3,1991.0,1991.0,1.0,1,4,1,,16,4,1,1,1973.0,4.0,1.0,40000.0,1.0,1.0,3.0,1.0,6,5.0,5.0,4,1,2,2,2015/7/24 13:59,2,3,65,1,2.0,3.0,1.0,28.0,470.0,43,1,1,43,15,1
1938,2,6,3,3,2,4,13,0,4,1,,,,3,1908,1,1,2,600.0,2,1,16.0,2,2.0,2,3,156,1,1,1.0,1202,2,600.0,600,,,1,1918,1,1,2,7,1955.0,,0.0,1,3,1,,3,1,1,1,,,,,,,,,1,5.0,1.0,4,2,2,3,2015/9/24 17:54,2,3,107,4,,,,,617.0,30,1,8,38,6,1
1989,2,85,5,7,4,3,128,0,4,4,,4.0,2006.0,3,1960,3,1,2,40000.0,7,2,300.0,2,4.0,4,5,160,1,1,1.0,1203,2,40000.0,20000,,,2,1965,1,1,2,3,2010.0,2010.0,,1,3,1,,30,4,1,1,1985.0,4.0,1.0,20000.0,1.0,1.0,3.0,1.0,1,2.0,4.0,2,0,2,3,2015/10/18 10:51,2,4,120,5,,,,,680.0,49,1,7,37,15,1
1975,2,50,5,6,6,5,83,2,5,6,,2.0,1992.0,1,1949,6,1,1,60000.0,6,2,150.0,2,5.0,2,4,155,1,2,3.0,1204,-8,24000.0,0,,,1,1949,6,1,15,3,2000.0,2000.0,2.0,1,5,1,,17,2,1,1,1975.0,4.0,2.0,60000.0,1.0,1.0,3.0,1.0,1,,,1,0,2,2,2015/7/24 17:51,1,5,118,5,,,,,460.0,20,1,8,51,11,1
1991,1,18,5,6,5,5,38,0,4,13,,1.0,2013.0,2,1963,6,1,1,100000.0,3,2,80.0,2,4.0,5,4,165,1,2,1.0,1205,-8,10000000.0,7200,,2012.0,3,1964,6,1,1,1,,,,1,3,4,,7,4,1,1,,,,,,,,,3,,,1,0,2,2,2015/8/12 10:21,1,4,100,6,,,,,590.0,-35,1,8,44,16,1
1993,2,27,5,7,5,5,50,0,5,6,,4.0,2013.0,2,1967,4,1,1,50000.0,3,3,160.0,1,4.0,4,5,176,1,1,1.0,1206,-8,100000.0,0,,,2,1968,3,1,1,1,,,,1,4,1,,10,3,1,1,,,,,,,,,1,3.0,4.0,2,0,2,3,2015/7/30 8:46,2,4,130,6,,,,,740.0,38,1,6,43,17,1
1973,2,80,4,4,3,3,120,0,4,4,,4.0,1992.0,2,1935,4,1,1,10000.0,3,2,70.0,2,4.0,4,4,165,1,2,2.0,1207,3,30000.0,10000,,,1,1935,3,1,15,3,1992.0,1992.0,1.0,1,4,1,,27,3,1,1,1968.0,5.0,2.0,20000.0,1.0,1.0,3.0,1.0,1,3.0,3.0,3,1,2,3,2015/7/28 18:28,1,4,110,1,3.0,3.0,1.0,3.0,630.0,36,1,7,42,15,1
1955,1,32,8,6,8,5,56,1,4,4,,4.0,1971.0,4,1926,-8,1,1,70000.0,2,3,100.0,2,4.0,2,2,158,1,2,1.0,1208,-8,100000.0,45000,,,1,1934,-8,1,1,3,1981.0,1981.0,0.0,1,2,1,,12,3,1,1,1953.0,6.0,2.0,35000.0,1.0,5.0,,,1,5.0,7.0,2,0,2,2,2015/7/28 9:57,1,2,130,5,,,,,550.0,2,1,6,44,12,1
1972,2,46,6,7,5,3,77,1,5,4,,4.0,1988.0,4,1941,3,1,3,248000.0,3,4,150.0,2,3.0,4,5,155,2,1,1.0,1209,2,150000.0,100000,,,2,1951,1,1,2,3,1993.0,1993.0,0.0,1,4,1,,16,2,1,1,1972.0,4.0,1.0,100000.0,1.0,1.0,1.0,1.0,3,3.0,4.0,3,1,1,2,2015/7/25 14:51,1,4,110,1,1.0,1.0,1.0,4.0,570.0,23,1,6,48,11,1
1973,2,1,5,5,5,5,7,0,4,7,,4.0,1992.0,2,1949,4,1,1,50000.0,1,2,20.0,2,3.0,4,4,160,-3,2,2.0,1210,2,-2.0,50000,,,4,1949,4,1,15,1,,,,1,2,1,,1,4,1,1,,,,,,,,,4,2.0,5.0,4,0,2,2,2015/9/6 16:27,1,4,90,1,3.0,3.0,1.0,20.0,540.0,40,1,7,33,17,1
1968,1,6,6,7,6,5,13,0,4,4,,2.0,1981.0,4,1937,1,1,2,72000.0,3,3,104.0,2,4.0,5,4,155,1,1,1.0,1211,2,120000.0,0,,,3,1944,1,1,2,4,1988.0,2009.0,1.0,1,2,1,,3,5,1,1,1955.0,4.0,2.0,72000.0,4.0,1.0,3.0,1.0,1,,,1,2,2,3,2015/9/23 14:20,1,4,100,5,,,,,525.0,42,1,7,41,13,2
1973,2,6,3,3,1,1,13,0,3,1,,,,3,1933,3,1,2,25000.0,3,2,120.0,2,4.0,3,3,165,1,1,1.0,1212,2,15000.0,10000,,,3,1936,1,1,2,3,1993.0,1993.0,1.0,1,3,1,,3,3,1,1,1973.0,4.0,1.0,15000.0,1.0,2.0,,,2,5.0,3.0,3,1,1,3,2015/9/25 18:21,1,3,150,2,,,,,540.0,46,1,7,35,13,1
1995,2,76,5,9,3,3,116,0,5,4,,4.0,2013.0,4,1970,4,1,2,50000.0,4,2,180.0,2,5.0,4,5,158,1,1,1.0,1213,3,300000.0,0,,,3,1968,4,1,2,1,,,,1,4,1,,26,3,1,2,,,,,,,,,1,1.0,2.0,3,0,1,3,2015/10/1 0:58,2,4,86,6,,,,,688.0,44,1,7,41,17,1
1960,2,71,3,-8,3,2,111,1,5,3,,4.0,1976.0,3,-2,1,1,1,50000.0,1,3,102.0,2,3.0,5,5,159,1,5,1.0,1214,-8,-2.0,14400,,,1,-2,1,1,15,3,1980.0,1980.0,0.0,1,5,1,,24,4,1,6,1953.0,1.0,5.0,24000.0,1.0,1.0,3.0,1.0,1,1.0,1.0,4,1,2,2,2015/7/31 10:45,1,5,110,5,,,,,-18.0,-26,1,4,47,10,1
1993,2,46,1,7,1,5,77,0,3,10,,4.0,2011.0,4,1954,4,1,8,50000.0,3,2,110.0,2,4.0,3,4,155,1,2,1.0,1215,2,100000.0,30000,,,4,1956,3,1,9,1,,,,1,4,2,,16,4,0,3,,,,,,,,,1,2.0,7.0,2,0,2,3,2015/7/24 17:13,1,4,80,1,3.0,3.0,1.0,3.0,190.0,33,1,6,35,17,1
1958,2,7,4,6,3,3,16,1,4,4,,4.0,1976.0,3,1932,2,1,1,100000.0,3,3,69.0,2,4.0,2,2,153,1,2,2.0,1216,3,30000.0,30000,,,3,1933,1,1,15,3,1980.0,1980.0,1.0,1,4,1,,4,3,1,1,1956.0,6.0,2.0,24000.0,1.0,5.0,,,4,5.0,4.0,3,0,2,2,2015/10/24 10:07,1,3,130,5,,,,,720.0,51,1,6,40,16,1
1979,1,87,6,7,5,4,130,2,4,4,,4.0,-2.0,4,-2,1,1,2,60000.0,4,4,78.4,2,5.0,4,4,156,1,1,1.0,1217,2,40000.0,20000,,,1,-2,1,1,15,3,2000.0,2000.0,2.0,1,4,1,,31,4,1,1,1975.0,4.0,1.0,40000.0,1.0,1.0,3.0,2.0,1,3.0,3.0,3,0,1,2,2015/8/16 14:48,2,4,120,1,4.0,2.0,2.0,10.0,630.0,38,1,6,41,17,2
1971,2,26,4,4,5,3,48,1,4,10,,4.0,1992.0,4,1935,5,4,5,80000.0,2,3,90.0,2,4.0,4,4,160,1,2,1.0,1218,2,200000.0,40000,,,4,1935,6,1,15,3,1994.0,1994.0,1.0,1,3,1,,10,4,1,1,1969.0,12.0,2.0,40000.0,4.0,1.0,3.0,1.0,2,2.0,3.0,3,0,1,2,2015/7/31 10:25,1,3,120,1,3.0,3.0,1.0,-2.0,734.0,60,1,4,43,16,1
1974,1,46,5,7,3,3,78,0,4,6,,4.0,1992.0,4,1945,4,1,1,-3.0,13,3,110.0,2,4.0,5,4,172,1,1,1.0,1219,3,40000.0,28800,,,4,1947,4,4,3,3,1995.0,1995.0,0.0,1,5,1,,16,4,1,2,1973.0,6.0,1.0,30000.0,1.0,1.0,3.0,1.0,-8,3.0,6.0,2,1,1,1,2015/7/27 17:36,1,4,160,1,1.0,2.0,1.0,23.0,567.0,8,1,6,36,19,1
1968,2,18,4,6,4,5,35,1,5,8,,4.0,1988.0,2,1927,3,1,1,57600.0,3,2,17.0,1,4.0,5,5,170,1,2,2.0,1220,3,100000.0,30000,,,2,1941,1,1,15,3,1995.0,1995.0,1.0,1,4,1,,7,2,1,1,1971.0,4.0,2.0,21600.0,1.0,1.0,3.0,1.0,2,,,1,0,2,3,2015/8/12 16:47,1,4,140,1,3.0,3.0,1.0,27.0,640.0,8,1,6,48,14,1
1980,2,87,5,5,8,4,130,0,4,4,,4.0,1998.0,3,1949,3,1,2,80000.0,3,3,120.0,2,3.0,3,5,165,0,1,1.0,1221,2,30000.0,10000,,,2,1949,4,1,2,3,2004.0,2004.0,1.0,1,3,1,,31,5,0,1,1972.0,4.0,1.0,50000.0,1.0,1.0,8.0,1.0,1,3.0,3.0,2,1,2,2,2015/8/14 17:49,1,2,160,4,,,,,600.0,-18,1,7,35,16,1
1974,1,28,5,7,4,8,51,0,4,4,,4.0,1991.0,4,1948,4,1,2,50000.0,3,3,60.0,2,4.0,5,4,160,1,1,1.0,1222,2,70000.0,10000,,,4,1949,3,1,2,3,1998.0,1998.0,1.0,1,3,1,,10,4,1,1,1974.0,4.0,1.0,40000.0,1.0,2.0,,,1,4.0,4.0,4,1,1,2,2015/7/27 18:11,2,4,130,1,3.0,3.0,2.0,10.0,641.0,41,1,6,41,18,1
1968,2,82,5,6,2,1,124,0,4,4,,4.0,-2.0,4,-2,3,4,2,70000.0,1,3,200.0,1,2.0,4,4,172,1,1,1.0,1223,3,150000.0,70000,,1997.0,1,-2,1,1,2,3,1991.0,1991.0,1.0,1,5,4,,29,3,1,1,1967.0,4.0,1.0,0.0,1.0,4.0,,,4,3.0,3.0,3,2,1,2,2015/7/22 10:54,2,2,150,2,,,,,570.0,43,1,6,42,13,1
1978,2,80,4,4,4,3,120,0,4,6,,4.0,1996.0,3,1950,3,1,2,54000.0,3,3,60.0,2,4.0,4,5,158,1,2,1.0,1224,2,35000.0,24000,,,1,1953,3,1,2,3,2005.0,2005.0,1.0,1,3,1,,27,2,1,1,1976.0,6.0,2.0,30000.0,1.0,1.0,3.0,1.0,1,5.0,7.0,2,1,2,2,2015/7/30 17:51,1,4,115,1,3.0,3.0,1.0,18.0,540.0,39,1,6,43,14,2
1993,2,51,6,9,5,5,84,0,5,12,,4.0,2010.0,4,1969,6,4,2,10000.0,2,3,150.0,1,4.0,5,5,180,1,2,1.0,1225,3,1000000.0,80000,,2011.0,5,1970,4,1,9,2,-1.0,,,1,4,4,,18,3,1,1,1990.0,12.0,2.0,30000.0,1.0,5.0,,,5,2.0,6.0,3,0,2,3,2015/7/27 10:13,1,4,130,5,,,,,550.0,44,1,5,34,16,2
1976,2,1,4,4,4,4,2,0,5,6,,4.0,1994.0,2,1946,3,1,1,-3.0,3,2,59.0,1,3.0,2,3,170,1,2,1.0,1226,3,-3.0,36000,,,1,1950,3,1,1,3,2000.0,2000.0,1.0,1,4,1,,1,5,1,1,1983.0,1.0,1.0,-3.0,1.0,4.0,,,1,5.0,7.0,2,1,2,3,2015/8/30 14:45,1,3,100,1,3.0,3.0,1.0,5.0,277.0,22,1,6,51,12,2
1971,2,49,1,7,1,1,82,0,3,4,,4.0,1986.0,2,1945,4,1,2,10000.0,3,3,85.0,2,2.0,3,3,157,1,1,1.0,1227,3,30000.0,1500,,,1,1943,2,1,2,3,1998.0,1998.0,1.0,1,5,1,,17,4,1,1,1974.0,4.0,1.0,10000.0,1.0,1.0,3.0,2.0,1,7.0,3.0,3,1,2,3,2015/7/27 15:35,2,4,108,2,,,,,496.0,14,1,6,50,11,1
1966,2,19,3,5,3,3,41,2,5,4,,4.0,1983.0,4,1945,6,4,8,30000.0,5,2,94.0,2,5.0,4,5,155,1,2,1.0,1228,2,40000.0,0,,,2,1949,4,1,-8,3,1989.0,1989.0,1.0,4,3,1,,8,4,0,1,1966.0,12.0,2.0,30000.0,1.0,1.0,3.0,1.0,1,7.0,7.0,3,1,3,3,2015/8/3 16:12,1,3,140,2,,,,,750.0,33,1,6,50,10,1
1957,2,43,4,3,4,3,74,0,4,1,,,,4,1933,1,1,2,52000.0,2,3,130.0,2,4.0,4,4,163,1,1,1.0,1229,-8,30000.0,2000,,,1,1933,1,1,2,3,1980.0,1980.0,0.0,1,5,1,,15,2,1,1,1955.0,4.0,1.0,50000.0,1.0,1.0,3.0,1.0,3,3.0,1.0,5,2,2,2,2015/7/15 12:34,2,4,128,4,,,,,650.0,2,1,6,52,9,1
1936,2,1,6,-8,5,4,4,0,3,10,,4.0,1960.0,3,1913,10,1,1,60000.0,1,3,73.0,2,4.0,2,3,160,1,5,1.0,1230,2,100000.0,60000,,,3,1912,10,1,-8,3,1965.0,1965.0,0.0,1,3,1,,1,3,1,1,1934.0,10.0,5.0,0.0,1.0,5.0,,,1,2.0,2.0,3,1,2,2,2015/9/11 9:04,1,3,140,5,,,,,720.0,49,1,5,48,14,1
1963,2,68,5,5,3,1,108,1,3,3,,2.0,,2,1935,3,1,2,5200.0,2,3,100.0,2,4.0,3,3,160,1,1,1.0,1231,2,3600.0,2600,,,1,1943,3,1,2,3,1981.0,1981.0,0.0,1,5,1,,23,3,1,1,1937.0,1.0,1.0,2600.0,1.0,2.0,,,1,7.0,5.0,2,2,2,2,2015/7/9 19:19,2,4,100,3,,,,,690.0,30,1,6,56,8,1
1967,2,41,2,5,3,1,72,1,2,4,,4.0,1985.0,1,1920,2,4,13,20000.0,2,2,50.0,1,2.0,3,4,164,1,1,3.0,1232,3,50000.0,10000,,,2,1929,1,1,2,3,1987.0,1987.0,0.0,1,4,1,,15,2,1,1,1969.0,1.0,1.0,5000.0,1.0,4.0,,,1,7.0,7.0,2,1,1,2,2015/7/18 11:11,1,3,150,1,3.0,3.0,1.0,5.0,430.0,0,1,6,52,7,1
1935,2,66,4,4,3,2,106,0,3,1,,,,2,-2,1,1,2,60000.0,3,3,150.0,2,4.0,4,4,154,1,1,1.0,1233,-8,-2.0,3000,,,1,-2,1,1,2,3,1954.0,1954.0,0.0,1,3,1,,22,2,1,1,1936.0,1.0,1.0,3000.0,1.0,4.0,,,1,5.0,5.0,2,6,2,2,2015/7/12 18:33,2,3,85,4,,,,,750.0,15,1,6,56,-2,1
1948,2,13,3,3,4,4,29,0,3,3,,4.0,1960.0,3,-2,-8,1,2,20000.0,2,3,70.0,1,3.0,3,3,165,2,1,1.0,1234,2,50000.0,8000,,,3,-2,-8,1,2,3,1968.0,1968.0,0.0,1,2,1,,6,3,1,1,1950.0,1.0,1.0,5000.0,1.0,3.0,,,2,2.0,2.0,3,1,2,2,2015/8/6 16:19,2,3,150,3,,,,,720.0,44,1,7,45,12,1
1951,2,1,5,5,5,5,3,1,5,4,,4.0,-2.0,2,1917,3,1,6,70000.0,2,3,43.0,2,4.0,2,5,163,1,2,1.0,1235,3,60000.0,30000,,,1,1921,3,1,6,3,1980.0,1980.0,1.0,1,3,1,,1,4,1,1,1951.0,4.0,2.0,40000.0,4.0,5.0,,,1,4.0,4.0,3,0,2,2,2015/9/2 10:04,1,3,110,5,,,,,540.0,17,1,3,51,14,1
1950,2,32,5,3,6,4,59,0,3,4,,4.0,1966.0,2,-2,3,1,1,70000.0,2,3,13.0,2,3.0,3,3,155,0,5,1.0,1236,2,-2.0,40000,,,1,-2,1,1,15,3,1975.0,1975.0,0.0,1,3,1,,12,4,1,1,1945.0,4.0,5.0,-1.0,1.0,5.0,,,2,4.0,3.0,3,1,2,2,2015/8/7 13:29,1,4,100,5,,,,,600.0,0,1,6,37,13,1
1968,1,8,6,6,3,2,24,0,4,7,,4.0,1989.0,4,1940,6,1,1,54000.0,2,3,40.0,2,5.0,5,4,162,1,2,2.0,1237,2,60000.0,54000,,,3,1942,3,1,15,4,1991.0,2007.0,1.0,1,1,1,,5,4,1,3,1968.0,4.0,2.0,0.0,1.0,5.0,,,3,4.0,7.0,2,1,1,2,2015/8/3 11:44,1,4,120,1,3.0,3.0,1.0,25.0,290.0,23,1,6,47,13,1
1995,2,81,1,5,3,5,122,0,5,4,,3.0,2010.0,3,1973,4,1,5,50000.0,1,2,40.0,1,2.0,5,5,167,0,1,1.0,1238,2,-3.0,50000,,,3,1975,4,1,1,1,,,,1,3,1,,28,3,1,3,,,,,,,,,2,1.0,3.0,2,0,2,3,2015/7/30 9:34,1,3,105,1,4.0,2.0,1.0,4.0,535.0,51,1,7,41,15,1
1992,1,30,3,10,9,8,53,0,3,10,,4.0,2013.0,1,1960,3,1,1,200000.0,1,3,100.0,1,3.0,5,5,178,3,2,2.0,1239,-8,100000.0,10000,,,2,1964,4,1,10,1,,,,1,1,2,,11,4,1,1,,,,,,,,,5,2.0,7.0,4,0,-8,3,2015/7/15 17:45,1,2,140,5,,,,,170.0,-21,1,7,41,10,1
1954,2,13,3,3,3,3,29,1,3,3,,4.0,1966.0,3,1928,1,1,2,10000.0,3,2,100.0,2,3.0,3,3,150,1,1,1.0,1240,2,20000.0,2000,,,2,1928,1,1,2,3,1981.0,1981.0,0.0,1,3,1,,6,3,1,1,1954.0,1.0,1.0,8000.0,1.0,3.0,,,2,3.0,3.0,3,1,2,2,2015/8/6 9:48,2,3,94,3,,,,,710.0,41,1,7,48,15,1
1964,1,32,5,7,3,5,57,0,4,4,,4.0,1979.0,2,-2,-8,4,8,100000.0,3,2,100.0,2,4.0,4,-8,160,1,5,2.0,1241,3,200000.0,0,,,3,-2,1,1,1,3,1985.0,1985.0,0.0,1,2,2,,12,4,-8,1,1963.0,4.0,2.0,100000.0,1.0,1.0,1.0,1.0,2,5.0,5.0,2,1,2,3,2015/7/25 14:57,1,3,100,5,,,,,540.0,14,1,7,40,16,1
